SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,GOVT GIRLS E/S UCHALLI,UCHALLI NO 1* UCHHALI,054150407,"1 TO 601* 1 TO 622",601,622,1223,1,1,2
,,UCHHALI NO 2* UCHHALI,054150408,"1 TO 438* 1 TO 472",,,,,,
2,GOVT BOYS H/S UCHALLI (HIGH PORTION),RAKH SAKASEER KHUSHAB,054150403,"1 TO 19* 1 TO 14",,,0,0,0,0
,,RAKH SAKASER ATTOCK,054150404,"1 TO 11* 1 TO 8",,,0,,,
,,RAKH SAKASER MIANWALI,054150405,"1 TO 141* 1 TO 87",609,581,1190,,,
3,GOVT BOYS H/S UCHALLI (MID PORTION),UCHHALI NO 3* UCHHALI,054150409,"1 TO 594* 1 TO 618",594,618,1212,2,1,3
4,OFFICE UC UCHALLI,UCHHALI NO 4* UCHHALI,054150410,"1 TO 699* 1 TO 657",599,657,1256,1,1,2
5,GOVT GIRLS P/S CHONTRA UCHALLI,UCHALLI NO 5* UCHALLI,054150411,"1 TO 571* 1 TO 566",590,586,1176,1,1,2
,,RAKH UCHALLI,054150406,"1 TO 19* 1 TO 20",,,,,,
6,GOVT BOYS P/S CHITTA,CHITTA,054150401,"1 TO 603* 1 TO 582",603,582,1185,1,1,2
,,RAKH CHITTA,054150402,-,,,,,,
7,GOVT BOYS M/S KUREDHI (PARTIALLY IMPROVISED),KURADHI NO 1* KURADHI,054150501,"1 TO 256* 1 TO 211",664,596,1260,1,1,2
,,KURREDHI NO 2* KURREDHI,054150503,"1 TO 408*1 TO 385",,,,,,
8,GOVT GIRLS P/S KURREDHI,KURREDHI NO 2* KURREDHI,054150502,"1 TO 429* 1 TO 436",429,436,865,1,1,2
,,RAKH KURREDHI,054150504,"1 TO 0* 1 TO 0",,,,,,
9,GOVT GIRLS H/S KUFRI,KUFRI NO 1* KUFRI,054150601,"1 TO 291* 1 TO 288",622,593,1215,2,1,3
,,KUFRI NO 2* KUFRI,054150602,"1 TO 331* 1 TO 305",,,,,,
10,GOVT GIRLS P/S KUFRI MOHALLA SHAHAL,KUFRI NO 3* KURFI,054150603,"1 TO 388* 1 TO 360",388,360,748,1,1,2
11,GOVT BOYS H/S KUFRI,KUFRI NO 4* KUFRI,054150604,"1 TO 497* 1 TO 488",,,,2,1,3
,,KUFRI NO 5* KUFRI,054150605,"1 TO 240* 1 TO 217",737,705,1442,,,
12,GOVT BOYS P/S JHALAR,JHALAR,054150704,"1 TO 504* 1 TO 553",,,,1,1,2
,,RAKH JHALAR,054150705,"1 TO 0* 1 TO 0",504,553,1057,,,
13,GOVT BOYS H/S SURREKI NO I,SURREKI NO 1* SURREKI,054150606,"1 TO 346* 1 TO 319",,,,1,1,2
,,SURREKI NO 2* SURREKI,054150607,"1 TO 284* 1 TO 290",630,609,1239,,,
14,GOVT BOYS E/S SURREKI NO II,SURREKI NO 3* SURREKI,054150608,"1 TO 606* 1 TO 523",606,523,1129,1,1,2
,,RAKH SURREKI,054150609,1,0,0,0,,,
15,GOVT BOYS M/S HER-DO-SODHI,HER-DO-SODHI NO 1* HER-DO-SODHI NO,054150701,"1 TO 395* 1 TO 348",,,,2,1,3
,,HER-DO-SODHI NO 2* HER-DO-SODHI NO,054150702,"1 TO 327* 1 TO 304",,,,,,
,,RAKH HER DO SODHI,054150703,1 TO 0,722,652,1374,,,
16,GOVT BOYS P/S MANAWAN,MANWAN,054150103,"1 TO 242* 1 TO 215",,,,1,1,2
,,ADIAL,054150102,"1 TO 254* 1 TO 274",496,489,985,,,
17,GOVT BOYS M/S SABHRAL,SABHRAL,54150101,"1 TO 475* 1 TO 415",475,415,890,1,1,2
18,GOVT P/S SABHRAL,SABHRAL,054150101,"476 TO 814* 416 TO 833",339,418,757,1,1,2
19,GOVT H/S ANGAH,ANGAH NO 1* ANGAH,054150203,"1 TO 461* 1 TO 460",,,,1,1,2
,,ANGAH NO 2* ,054150204,"1 TO 138* 1 TO 119",599,579,1178,,,
20,GOVT GIRLS M/S ANGAH (MIDDLE PART),ANGAH NO 3* ANGAH,054150205,"1 TO 128* 1 TO 134",,,,2,1,3
,,ANGAH NO 4* ANGAH,054150206,"1 TO 295* 1 TO 264",,,,,,
,,ANGAH NO 5* ANGAH,054150207,"1 TO 49* 1 TO 58",472,456,928,,,
21,GOVT GIRLS M/S ANGAH (PRIMARY PART),ANGAH NO 6* ANGAH,054150208,"1 TO 443* 1 TO 392",,,,1,1,2
,,RAKH ANGAH,0451502022,"1 TO 237* 1 TO 206",680,598,1278,,,
22,GOVT BOYS M/S UGALLI,UGALLI NO 1* UGALLI,054150304,"1 TO 442* 1 TO 465",,,,2,1,3
,,UGALLI NO 2* UGALLI,054150305,"1 TO 187* 1 TO 207",,,,,,
,,RAKH KURANG,054150303,1 TO 0,629,672,1301,,,
23,GOVT P/S KOTLI,KOTLI,054150201,"1 TO 321* 1 TO 263",321,263,584,1,1,2
24,GOVT M/S SHAKAR KOT ,SHAKAR KOT,054150302,"1 TO 586* 1 TO 561",586,561,1147,1,1,2
25,GOVT GIRLS E/S MARDWAL,MARDWAL NO 1* MARDWAL,054151101,"1 TO 595* 1 TO 595",595,595,1190,2,1,3
26,GOVT BOYS P/S MARDWAL,MARDWAL NO 2* MARDWAL,054151102,"1 TO 595* 1 TO 595",595,595,1190,2,1,3
27,GOVT BOYS H/S MARDWAL (HIGH PORTION),MARDWAL NO 3* MARDWAL,054151103,"1 TO 881* 1 TO 875",881,875,1756,2,1,3
28,GOVT BOYS H/S MARDWAL (MIDDLE PORTION),MARDWAL NO 1* MARDWAL,054151101,"596 TO 890* 596 TO 892",295,297,592,2,1,3
,,MARDWAL NO 2,54151102,"596 TO 919* 596 TO 968",324,373,697,,,
29,OLD HOSPITAL NAUSHERA (MALE),MOHALLA MIRAL* BLOCK NO 2,54050102,1 TO 599,,,,2,,2
,,MOHALLA LATIFAL* BLOCK NO 3,54050103,1 TO 604,1203,,1203,,,
30,GIRLS P/S SUBEYWALA TALAB (FEMALE) (PARTIALLY IMPROVISED),MOHALLA MIRAL* BLOCK NO 2,54050102,1 TO 658,,,,,2,2
,,MOHALLA LATIFAL* ,54050103,1 TO 653,0,1311,1311,,,
31,OFFICE OF THE HARTICULTURIST NAUSHERA (MALE),MOHALLAH RADHNAL* BLOCK NO 4,54050104,1 TO 284,,,2,,2,
,,MOHALLA JARWAL* CIRCLE NO 2*BLOCK NO 1,54050201,1 TO 420,,,,,,
,,MOHALLA QAZIAN WALA* CIRCLE NO 2* BLOCK NO 2,54050202,1 TO 449,1153,,1153,,,
32,GOVT BOYS H/S NAUSHERA (FEMALE),MOHALA RADHNAL* CIRCLE NO 1* BLOCK NO 4,54050104,1 TO 271,,,,3,3,
,,MOHALLA JARAWAL* CIRCLE NO 2* BLOCK NO 1,54050201,1 TO 492,,,,,,
,,MOHALLAH QAZIAN WALA* BLOCK NO 2,54050202,1 TO 444,,1207,1207,,,
33,CIVIL HOSPITAL NAUSHERA (MALE),MOHALLA AJWAL* CIRCLE NO 2* BLOCK NO 3,54050202,1 TO 361,,,3,,3,
,,MOHALLA SADAL* CIRCLE NO 1* BLOCK NO 1,54050101,1 TO 461,,,,,,
