SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,GOVT.GIRLS P/S MOHALAH RARR WALA NOUSHERA VIRKAN (MAL),NOUSHERA VIRKAN CITY,61160103,-,734,,734,3,,3
,,NOUSHERA VIRKAN CITY,61160102,-,713,,713,,,
2,GOVT.BOYS P/S MOHALAH RARR WALA NOUSHERA VIRKAN(FEMALE),NOUSHERA VIRKAN CITY,61160103,-,,677,677,,2,2
,,NOUSHERA VIRKAN CITY,61160102,-,,494,494,,,
3,GOVT. GIRLS DEGREE COLLGE* NAUSHERA VIRKAN (MALE),NOUSHERA VIRKAN CITY,61160104,-,934,,934,2,,2
,,NOUSHERA VIRKAN CITY,61160105,-,336,,336,,,
4,GOVT* GIRLS DEGREE COLLEGE* NAUSHERA VIRKAN (FEMALE),NOUSHERA VIRKAN CITY,61160104,-,,655,655,,2,2
,,NOUSHERA VIRKAN CITY,61160105,-,,205,205,,,
5,GOVT*GIRLS DEGREE COLLEGE* NAUSHERA VIRKAN,NOUSHERA VIRKAN CITY,61160101,-,835,645,1480,1,1,2
6,GOVT. BOYS M/S NOUSHERA VIRKAN (MALE),NOUSHERA VIRKAN CITY,61160201,-,615,,615,3,,3
,,NOUSHERA VIRKAN CITY,61160204,-,790,,790,,,
7,GOVT.BOYS M/S NOUSHERA VIRKAN (FEMALE),NOUSHERA VIRKAN CITY,61160201,-,,567,567,,3,3
,,NOUSHERA VIRKAN CITY,61160204,-,,802,802,,,
8,GOVT. GIRLS P/S PURANA COMMITTEE GHAR (MALE),NOUSHERA VIKRAN CITY,61160202,-,563,,563,3,,3
,,NOUSHERA VIRKAN CITY,61160203,-,967,,967,,,
9,GOVT.GIRLS P/S PURANA ,NOUSHERA ,61160202,-,464,,464,2,,2
,,NOUSHERA VIRKAN CITY,61160203,-,808,,808,,,
10,GOVT.BOYS P/S NO. I NOUSHERA VIRKAN(MALE),NOUSHERA VIRKAN CITY,61160205,-,495,,495,2,,2
11,GOVT.BOYS P/S NO.I NOUSHERA VIRKAN (FEMALE),NOUSHERA VIRKAN CITY,61160205,-,,683,683,,2,2
12,GOVT. GIRLS H/S NOUSHERA VIRKAN (MALE),NOUSHERA VIRKAN CITY,61160206,-,,1218,1218,3,0,3
,,NOUSHERA VIRKAN CITY,6160207,-,,474,474,,,
13,GOVT GIRLS H/S HOUSHERA VIRKAN (FEMALE),NOUSHERA VIRKAN CITY,61160206,-,,1218,1218,,,0
14,GOV. GIRLS DEGREE COLLEGE NOUSHERA VIRKAN (MALE),NOUSHERA VIRKAN CITY,1160301,-,1112,,1112,3,,3
,,NOUSHERA VIRKAN CITY,61160304,-,1224,,1224,,,
15,GOVT.P/S MUSLIM TOWN NOUSHERA VIRKAN (FEMALE),NOUSHERA VIRKAN CITY,61160301,-,,765,765,,2,2
,,NOUSHERA VIRKAN CITY,61160304,-,,981,981,,,
16,OFFICE OF TMA NOUSHERA VIRKAN,NOUSHERA VIRKAN CITY,61160302,-,776,630,1406,2,1,3
17,GOVT. GIRLS P/S MOHALLA BATTH.,NOUSHERA VIRKAN CITY,61160303,-,1313,913,2226,2,1,3
18,GOVT.M/S HARDO RATALI,DIP PUR,61170103,-,727,492,1219,2,1,3
,,DIP PUR,61170104,-,217,171,388,,,
19,GOVT.M/S HARDO RATALI,HARPAL BHATTI,61170101,-,46,31,77,1,1,2
,,HARDO RATALI,61170102,-,589,446,1035,,,
20,GOVT.P/S KURAR,KURAR,61170603,-,252,203,455,2,1,3
,,BATTH,61170105,-,535,367,902,,,
21,GOVT.H/S MARI BHINDRAN,MARI BHINDRAN,61170201,-,620,499,1119,1,1,2
22,GOVT. GIRLS M/S MARI BHINDRAN,MARI BHINDRAN,6170202,-,660,539,1199,2,1,3
23,GOVT. M/S PAGHALA,PAGHALA,61170203,-,731,589,1320,2,2,4
,,CHAK SADU,61170204,-,331,300,631,,,
24,GOVT.GIRLS M/S DUBURJI VIRKAN,DUBURJI VIRKAM,61170205,-,561,515,1076,1,1,2
25,GOVT.BOYS P/S KHAN MUSALMAN (MALE),KHAN MUSALMAN,61170301,-,1002,,1002,3,,3
,,KHAN MUSALMAN,6170302,-,569,,569,,,
26,GOVT. COMMUNITY GIRLS P/S KHAN MUSALMAN (FEMALE),KHAN MUSALMAN,61170301,-,,992,992,,3,3
,,KHAN MUSALMAN,61170302,-,,543,543,,,
27,GOVT. GIRLS P/S CHAILAKE,PIRTHI PU,61170305,-,220,202,422,1,1,2
,,CHAILKE,61170306,-,294,229,523,,,
28,GOVT.GIRLS P/S SAICH,SAICH,61170304,-,409,277,686,1,1,2
,,SAPRAY,61170303,-,307,262,569,,,
29,GOVT.GIRLS P/S GORAYA,CHAK PAKHAR,61170601,-,383,328,711,1,1,2
,,GORAYA,61170502,-,173,154,327,,,
30,GOVT.P/S BHADDAR,BHADDAR,61170307,-,445,362,807,1,1,2
31,GOVT.GIRLS P/S MATO BHAIKE,MATTO BHAIKE,61170401,-,910,962,1872,2,2,4
32,GOVT.BOYS E/S MADAN CHAK,MATTO BHAIKE,61170402,-,1111,834,1945,2,2,4
33,GOVT. GIRLS P/S MELO VIRKAN,MELO VIRKAN,61170501,-,624,442,1066,1,1,2
34,GOVT.BOYS H/S MATTA VIRKAN,MATTA VIRKAN,61170506,-,525,562,1087,2,2,4
,,MATTA VIRKAN,61170507,-,573,618,1191,,,
35,GOVT.GIRLS M/S MATTA ,MATTA VIRKAN,61170508,-,1607,,1607,2,,2
36,GOVT.GIRLS M/S MATTA ,MATTA VIRKAN,61170508,-,,1613,1613,,2,2
37,GOVT.GIRLS M/S BADO RATTA,BADO RATTA,61170503,-,882,687,1569,1,1,2
38,GOVT. E/S BADO RATTA,BADO RATTA,61170504,-,614,542,1156,1,1,2
39,GOVT. BOYS P/S BADO RATTA,BADO RATTA,61170505,-,771,599,1370,2,1,3
40,GOVT. GIRLS M/S BHALLOKE,BHALLOKE,6117701,-,463,376,839,2,1,3
,,QASIM PUR,61170602,-,326,290,616,,,
41,GOVT.GIRLS H/S MANGOOKE VIRKAN,MANGOOKE VIRKAN,61170605,-,696,597,1293,2,1,3
42,GOVT GIRLS H/S MANGOOKE VIRKAN,MANGOOKE VIRKAN,61170606,-,499,427,926,1,1,2
43,GOVT. BOYS M/S MANGOOKE VIRKAN,MANGOOKE VIRKAN,61170607,-,805,680,1485,2,1,3
44,GOVT. BOYS P.S TOOR,TOOR,61170702,-,480,397,877,1,1,2
,,RAKH MEER MASWANI,61170604,-,19,30,49,,,
45,GOVT. GIRLS M/S BHANGWAN,BHANGWAN,61170904,-,572,542,1114,2,2,4
,,CHACHOKE,61170903,-,365,265,630,,,
46,GOVT. BOYS E/S BAIG PUR,BAIG PUR,61170804,-,952,961,1913,2,2,4
47,GOVT. GIRLS P.S TATLEY HAKEEM HAIDER ALI,HAKEEM HAIDER ALI,61170803,-,813,680,1493,2,1,3
48,GOVT. BOYS P.S SHAMSA DHADA,SHAMSA DHADA,61170901,-,1193,1011,2204,2,2,4
49,GOVT. GIRLS M/S SHAMSA DHADA,SHAMSA DHAADA,61170902,-,249,225,474,1,1,2
,,MEHAR,61170703,-,401,287,688,,,
50,GOVT. GIRLS P.S JOGIWALA,JOGIWALA,61170801,-,381,368,749,1,1,2
,,POOHLA,61170802,-,288,200,488,,,
51,GOVT. BOS H/S GARMOOLA VIRKAN,GARMOOLA VIRKAN,61171001,-,579,463,1042,1,1,2
52,GOVT. BOYS H/S GARMOOLA VIRKAN,GARMOOLA VIRKAN,61171002,-,766,664,1430,2,1,3
53,OFFICE OF U.C GARMOOLA VIRKAN,GARMOOLA VIRKAN,61171003,-,506,566,1072,2,1,3
54,GOVT. BOYS M/S SAHOKE VIRKAN,SAHOKE VIRKAN,61171105,-,872,825,1697,2,1,3
55,GOVT. GIRLS M/S LAIL VIRKAN,LAIL VIRKAN,61171103,-,614,516,1130,2,2,4
,,LAIL VIRKAR,61171104,-,498,376,874,,,
56,GOVT. BOYS P/S KHARA,KHARA,61171101,-,513,414,927,2,2,4
