SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,GOVT BOYS HIGHER SEC. SCHOOL KOT MOMEN (MALE),TOWN COMMITTEE,502090101,-,1105,0,1105,9,10,19
,,TOWN COMMITTEE,50290102,-,419,0,419,,,
2,GOVT BOYS HIGHER SEC SCHOOL KOT MOMEN (FEMALE),TOWN COMMITTEE,50290101,-,0,866,866,3,0,3
,,TOWN COMMITTEE,50290102,-,0,329,329,,,
3,GOVT BOYS HIGHER SEC SCHOOL KOT MOMEN (COMB),TOWN COMMITTEE,50290103,-,1122,923,2045,0,3,3
4,ASSISTANT EDUCATION OFFICE KOT MOMEN (M),TOWN COMMITTEE,50290104,-,664,0,664,2,2,4
,,TOWN COMMITTEE,50290105,-,763,0,763,,,
5,ASSISTANT EDUCATION OFFICE KOT MOMEN (F),TOWN COMMITTEE,50290104,-,0,459,459,3,0,3
,,TOWN COMMITTEE,50290105,-,0,544,544,,,
6,GOVT. PRIMARY SCHOOL NO 2 KOT MOMEN M,TOWN COMMITTEE,50290201,-,1756,0,1756,0,2,2
7,GOVT* PRIMARY SCHOOL,TOWN COMMITTEE,50290201,-,0,1258,1258,4,0,4
8,GOVT. GIRLS HIGHER SEC; KOT MOMEN (M),TOWN COMMITTEE,50290202,-,1047,0,1047,0,3,3
,,TOWN COMMITTEE,50290203,-,660,0,660,,,
9,GOVT. GIRLS HIGHER SEC: SCHOOL KOT MOMEN(F),TOWN COMMITTEE,50290202,-,0,872,872,4,0,4
,,TOWN COMMITTEE,50290203,-,0,602,602,,,
10,GOVT. GIRLS HIGHER SEC: SCHOOL KOT MOMEN (M),TOWN COMMITTEE,50290204,-,1493,0,1493,0,3,3
11,GOVT. GIRLS HIGHER SEC: SCHOOL KOT MOMEN (F),TOWN COMMITTEE,50290204,-,0,1089,1089,3,0,3
12,GOVT. PRIMARYY SCHOOL ISLAMIA KOT MOMEN (M),TOWN COMMITTEE,50290205,-,1475,0,1475,0,2,2
13,GOVT. PRIMARY SCHOOL ISLAMIA KOT MOMEN (F),TOWN COMMITTEE,50290205,-,0,1007,1007,3,0,3
14,GOT. BOYS E/S KOT MOMEN (M),TOWN COMMITTEE,50290301,-,761,0,761,0,2,2
,,TOWN COMMITTEE,50290302,-,579,0,579,,,
15,GOVT  BOYS E/S KOT MOMEN (F),TOWN COMMITTEE,50290301,-,0,628,628,3,0,3
,,TOWN COMMITTEE,50290302,-,0,471,471,,,
16,GOVT. PRIMARY SCHOOL FAIZABAD KOT MOMEN (COMB),TOWN COMMITTEE,50290303,-,720,574,1294,0,3,3
17,VETNERY HOSPITAL K/MOMEN (MALE),TOWN COMMITTEE,50290304,-,978,0,978,2,1,3
18,VETNERY HOSPITAL K/MOMEN (FEMALE),TOWN COMMITTEE,50290304,-,0,825,825,2,0,2
19,GOVT. GIRLS K/S KOT MOMEN (MALE),TOWN COMMITTEE,50290305,-,1029,0,1029,0,2,2
