SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,GOVT BOYS ISL H/S KALAS WALA,MOH MAHAR,66210101,-,365,301,666,2,1,3
,,MALIANWALA,66210102,-,368,335,703,,,
2,GOVT BOYS P/S KALASWALA (MALE),MOH KASHMIRIAN,66210103,-,325,,325,2,,2
,,SARKARI HAWALI,66210104,-,314,,314,,,
,,CHIRISTIAN COLONY,66210203,-,290,,290,,,
3,GOVT GIRLS P/S KALASWALA (FEMALE),MOH KASHMIRIAN,66210103,-,,300,300,,2,2
,,SARKARI HAWALI,66210104,-,,299,299,,,
,,CHRISTIAN COLONY,66210203,-,,247,247,,,
4,GOVT GIRLS H/S KALASWALA (MALE),CHAK DOBURIJI,66210201,-,363,,363,2,,2
,,SHARIFPURA,66210202,-,347,,347,,,
,,CHOHAN STREET,66210204,-,417,,417,,,
5,GOVT GIRLS H/S KALASWALA (FEMALE),CHAK DOBURJI,66210201,-,,265,265,,2,2
,,SHARIFPURA,66210202,-,,275,275,,,
,,CHOHAN STREET,66210204,-,,377,377,,,
6,GOVT BPS SOHAVI,SOHAVI,66220501,-,601,474,1075,2,1,3
,,CHANDHIR  VIRAN (BC),66220502,-,0,0,0,,,
,,SABUMAHAL VIRAN,66220503,-,75,52,127,,,
7,GOVT GHS ADAMKAY NAGRA,BAHARI PUR,66220505,-,196,134,330,2,1,3
,,CHAK PAROPI,66220506,-,143,99,242,,,
,,ADAMKE,66220508,-,607,495,1102,,,
8,GOVT GBPS SOHAVI,KALIKE,66220507,-,406,298,704,1,1,2
9,GOVT GBPS PROPI NAGRA,PAROPI,66220509,-,588,511,1099,1,1,2
10,GOVT GBPS PROPI NAGRA,RANIKE,66220504,-,338,409,747,1,1,2
11,GOVT GBPS CHAK KALA,GOVT GBPS CHAK KALA,66221002,-,202,152,354,1,1,2
,,DATA BARAHMNAN,66221003,-,80,73,153,,,
,,KOT MIAN,66221007,-,113,83,196,,,
12,GOVT GBPS CHAK BAJWA,KUL BAJWAH,66221004,-,311,246,557,1,1,2
,,KUL BAJWAH,66221005,-,237,178,415,,,
13,GOVT GBPS BHULAR ROHI WALA,KOTLI RAMDAS,66221001,-,201,137,338,1,1,2
,,BHOLAR ROHI WALA,66221006,-,273,181,454,,,
14,GOVT GBPS BAN BAMWA (MALE),BAN BAJWAH,66221203,-,345,,345,2,,2
,,BAN BAJWAH,66221204,-,281,0,281,,,
,,BAN BAJWAH,66221205,-,371,,371,,,
15,GOVT GBPS BAN BAJWA (FEMALE),BAN BAJWAH,66221203,-,,234,234,,2,2
,,BAN BAJWAH,66221204,-,,202,202,,,
,,BAN BAJWAH,66221205,-,,243,243,,,
16,GOVT GBHS BAN BAJWA (MALE),NANGGAI KAMALA,66221201,-,353,,353,3,,3
,,BAN BAJWAH,66221202,-,133,,133,,,
,,BAN BAJWAH,66221206,-,211,,211,,,
,,BAN BAJWAH,66221207,-,312,,312,,,
,,BAN BAJWAH,66221208,-,424,,424,,,
17,GOVT GBHS BAN BAJWA (FEMALE),NANGGAL KAMALA,66221201,-,,230,230,,2,2
,,BAN BAJWAH,66221202,-,,100,100,,,
,,BAN BAJWAH,66221206,-,,137,137,,,
,,BAN BAJWAH,66221207,-,,272,272,,,
,,BAN BAJWAH,66221208,-,,339,339,,,
18,GOVT GIRLS P/S DADU BAJWA,DADU BAJWA,66271101,-,413,332,745,,,0
,,-,-,-,413,332,745,,,
19,GOVT P/S CHARAR,KAHLAN WALI,66271102,-,161,139,300,1,1,2
,,CHARER,66271106,-,251,236,487,,,
20,GOVT G P/S NOSHARAN,NAUSHEHRA,66271104,-,412,328,740,1,1,2
21,GOVT BOYS P/S GHULAR MARAY WALA,BHULAR MEER WALA,66271103,-,279,180,459,1,1,2
,,JETO GILL,66271105,-,162,120,282,,,
22,GOVT E/S BHULAR BAJWA,BHOLER,66271304,-,431,384,815,1,1,2
,,BHOLER,66271306,-,168,113,281,,,
23,GOVT BOYS P/S BHULAIR BAJWA,KOTLI BHOTA,66271301,-,75,56,131,2,1,3
,,BASRAI,66271303,-,248,173,421,,,
,,BHOLER,66271305,-,398,296,694,,,
24,GOVT BOYS E/S CHIEHERWALI,CHHACHHERIALI,66271307,-,347,229,576,1,1,2
