SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,FEDERAL GOVT BOYS PRIMARY SCHOOL SERI SARAL (PART-I*MALE),SERI SARAL (D-12,146010101,-,,,,2,,2
,,SERIAL SARAL (D-12),146010102,-,3,,3,,,
,,SERI SARAL (D-12),146010103,-,64,,64,,,
,,SERI SARAL (D-12),146010104,-,,,,,,
,,SERI SARAL (D-12),146010105,-,562,,562,,,
,,PIND SANGRIAL (D-13),146011001,-,493,,493,,,
2,FEDERAL GOVT BOYS PRIMARY SCHOOL SERI SARAL (PART -II FEMALE),SERI SARAL (D-12),146010101,-,,,,,2,2
,,SERI SARAL (D-12),146010102,-,,3,3,,,
,,SERI SARAL (D-12),146010103,-,,58,58,,,
,,SERI SARAL (D-12),146010104,-,,,,,,
,,SERI SARAL (D-12),146010105,-,,582,582,,,
,,PIND SANGRIAL (D-13),146011001,-,,482,482,,,
3,FEERAL GOVT GIRLS MIDDLE SCHOOL MAIRA BERI,MAIRA BERI,146010106,-,236,,236,3,,3
,(PART-I*MALE),MAIRA BERI,146010107,-,171,,171,,,
,,MAIRA BERI,146010108,-,496,,496,,,
,,MAIRA BERI,146010109,-,155,,155,,,
,,DHERI QILA - KACHI ABADI E-9/2,146020102,-,,,,,,
,,DHERI QILA - KACHI ABADI E-9/2,146020103,-,,,,,,
,,KALANJAR,146020505,-,136,,136,,,
,,SARAI SINDORI,146020506,-,18,,18,,,
4,FEDERAL GOVT GIRLS MIDDLE SCHOOL MAIRA BERI (PART,MAIRA BERI,146010106,-,,238,238,,2,2
,-II*FEMALE),MAIRA BERI,146010107,-,,164,164,,,
,,MAIRA BERI,146010108,-,,449,449,,,
,,MAIRA BERI,146010109,-,,142,142,,,
,,DHERI QILA KACHI ABADI E-9/2,146020102,-,,,,,,
,,DHERI QILA KACHI ABADI E-9/2,146020103,-,,,,,,
,,KALANJAR,146020505,-,,104,104,,,
,,SARAI SINDORI,146020506,-,,29,29,,,
