SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,GOVERNEMENT PRIMARY SCHOOL QILA CHANDAN (MALE) PS-1* GARHI CHANDAN,UC-83 PANAM DEHRI* CARHI CHANDAN,015020201,-,586,,586,2,,2
,,-,015020203,-,472,,472,,,
2,GOVERNMENT PRIMARY SCHOOL QILA CHANDAN (MALE) PS-II,UC-83 PANAM DEHRI* GARHI CHANDAN,015020202/1,-,648,,648,2,,2
,,-,015020202/2,-,437,,437,,,
3,GOVERNMENT PRIMARY SCHOOL QILA CHANDAN (MALE) PS-III,UC-83 PANAM DEHRI* MERA MUSHTARIKA,015020204,-,552,,552,21,,21
,,ZARA MIANA,015020205,-,229,,229,,,
,,ZARA BALA,015020206,-,171,,171,,,
,,ZARA PAYAN,015020207,-,148,,148,,,
4,GOVERNMET PRIMARY SCHOOL GARHI CHANDAN (FEMALE) PS-I,UC-83 PANAM DEHRI*GARHI CHANDAN,015020201,-,,237,237,,1,1
,,-,015020202/1,-,,157,157,,,
,,-,015020202/2,-,,130,130,,,
5,GOVERNMET PRIMARY SCHOOL GARHI CHANDAN (FEMALE) PS-I,UC-83 PANAM DEHRI MERA MUSHTARIKA,015020203,-,,243,243,,1,1
,,-,015020204,-,,279,279,,,
,,ZARAMIANA,015020205,-,,105,105,,,
,,-,015020206,-,,90,90,,,
,,-,015020207,-,,75,75,,,
6,GOVERNMENT PRIMARY SCHOOL ALO KILLI (MALE) PS-I,UC-84 GARHI SHERDAD * ALO KILLI,015020303,-,91,,91,2,,2
,,MIAN KHAIL,015020304,-,420,,420,,,
,,SHER KILLI,015020305,-,281,,281,,,
,,CHAL GHAZI,015020311,-,85,,85,,,
,,KHADI KOROONA,015020312,-,0,,0,,,
7,GOVERMMENT PRIMARY SCHOOL SHER KILLI (FEMALE),UC-84 GARHI SHERDAD* ALOKILLI,015020303,-,,50,50,,1,1
,,MIAN KHAIL,015020304,-,,180,180,,,
,,SHER KILLI,015020305,-,,256,256,,,
,,CHAL GHAZI,015020311,-,,43,43,,,
,,KHADI KOROONA,015020312,-,,0,0,,,
8,GOVERNMENT HIGH SCHOOL GARHI SHERDAD (MALE) PS-,UC-84 GARHI SHERDAD PIR QILA,015020301,-,81,,81,3,,3
,,GARHI SARFARAZ,015020302,-,165,,165,,,
,,GARHI SHERDAD,015020308,-,517,,517,,,
,,GARHI SHERDIL,015020306,-,132,,132,,,
,,GARHI SHERDAD,015020307,-,425,,425,,,
9,GOVERNMENT HIGH SCHOOL GARHI SHERDAD (FEMALE) PS-II,GARHI SHERDIL,015020306,-,,99,99,,1,1
,,GARHI SHERDAD,015020307,-,,196,196,,,
,,GARHI SHERDAD,015020308,-,,300,300,,,
,,UC-84 GARHI SHERDAD* PIR QILA,015020301,-,,51,51,,,
,,GARHI SARFARAZ,015020302,-,,93,93,,,
10,GOVERNMENT PRIMARY SCHOOL DEHRI KILLI (COMBINED),UC-84 GARHI SHERDAD* DEHRI KILLI,015020309,-,364,284,648,2,1,3
,,-,015020310,-,441,191,632,,,
11,GOOVERNMENT HIGH SCHOOL SUFAID SUNG (MALE) PS-I,-,015020804,-,209,,209,1,,1
,,UC-78 KAFOOR DEHRI* SUFAID SUNG,015020802,-,460,,460,,,
,,-,015020803,-,0,,0,,,
12,GOVERNMENT HIGH SCHOOL SUFAID SUNG (MALE) PS-II,UC-78 KAFOOR DEHRI* SUFAID SUNG,015020805,-,74,,74,2,,2
,,-,015020806,-,865,,865,,,
13,GOVERNMENT PRIMARY SCHOOL SUFAID SUNG,-,015020804,-,,0,0,,1,1
,(FEMALE) PS-I,UC-78 KAFOOR DEHRI SUFAID SUNG,015020802,-,,199,199,,,
,,-,015020803,-,,0,0,,,
