SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,F.C COLLEGE LAHORE (MALE)UC-95,E.L HALLI ROAD GULBERG -III,070330101,1 TO 367,367,,367,4,,4
,,SYED SHAMSHAD HAIDER ROAD,070330102,1 TO  268,268,,268,,,
,,SYED MARATIB ALI ROAD /FC COLLEGE,070330103,1 TO 234,234,,234,,,
,,ZAHORE ELAHI ROAD PCSIR,070330104,1 TO 496,496,,496,,,
,,UCH HOSPITAL,070340506(UC95),1 TO 226,226,,226,,,
2,F.C COLLEGE LAHORE (FEMALE)UC-95,E.L/HALLI ROAD GULBERG -III,070330101,1 TO 285,,285,285,,4,4
,,SYED SHAMSHAD HAIDER ROAD,070330102,1 TO 253,,253,253,,,
,,SYED MARATIB ALI ROAD /FC COLLEGE,070330103,1 TO 187,,187,187,,,
,,ZAHORE ELAHI ROAD PCSIR,070330104,1 TO 343,,343,343,,,
,,UCH HOSPITAL,070340506(UC95),-,,188,188,,,
3,GOVT.JUNIOR MODEL SCHOOL NURSERY GOUND MAIN MARKET* GULBERG(MALE),MAIN MARKET GULBERG-II,070330201,1 TO 557,557,,557,3,,3
,,F BLOCK GULBERG,070330202,1 TO 480,480,,480,,,
,,D BLOCK GULBERG,70330203,1 TO 530,530,,530,,,
4,GOVT HIGH SCHOOL FOR GIRLS B- BLOCK GULBERG II(FEMALE),MAIN MARKET GULBERG -II,070330201,1 TO 557,,507,507,,3,3
,,F BLOCK GULBERG,070330202,1 TO 494,,494,494,,,
,,D BLOCK GULBERG,70330203,1 TO 486,,486,486,,,
5,GOVT JUNIOR MODEL SCHOOL NURSERY GOUND MAIN MARKET* GULBERG (MALE),KAMLA RAJA STREET /CANAL PARK,070330301,1 TO 188,188,,188,3,,3
,,ZAFAR ALI ROAD /MAIN ROAD GULBERH,070330302,1 TO 405,405,,405,,,
,,ZAFAR ALI ROAD /AZIZ AVENUE,070330303,1 TO 818,818,,818,,,
6,GOVT SPECIAL EDUCATION SCHOOL CDGL SHIBILLI ROAD NEAR POLICE CHOKE (FEMALE),KAMLA RAJA STREET /CANAL PARK,070330301,1 TO 191,,191,191,,3,3
,,ZAFAR ALI ROAD /MAIN ROAD GULBERG,070330302,1 TO 293,,293,293,,,
,,ZAFAR ALI ROAD /AZIZ AVENUE,070330303,1 TO 616,,616,616,,,
,,CANAL PARK /AHATA BASHI RAM,070330307,1 TO 415,,415,415,,,
