SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,MCL DISPENSARY* MAIN BAZAR* SHAH GOHAR ABAD (MALE),MOHAMMAD ALI ST. SHAH GOHARABAD,070290102,1---709  B-1,709,,709,2,,2
,,REHMAT STREET,070290103,1---582 B-2,582,,582,,,
2,MCL DISPENSARY* MAIN BAZAR* SHAH GOHAR ABAD (FEMALE),MOHAMMAD ALI ST. SHAH GOHARABAD,070290102,1---533   B-1,,533,533,,2,2
,,REHMAT STREET,070290103,1---420  B-2,,420,420,,,
3,THE NATIONAL LYECEUM SCHOOL* BASSI MOR. BUND ROAD (MALE),QIAOD-E-AZA* ROAD SHAH GOHARABAD,070290101,1---390 B-1,390,,390,2,,2
,,ISMAIL PARK SIRAJPURA,070290104,1---375 B-2,375,,375,,,
4,THE NATIONAL LYECEUM SCHOOL* BASSIR MOR. BUND ROAD (FEMALE),QIAOD-E-AZA* ROAD SHAH GOHARABAD,070290101,1---279  B-1,,279,279,,2,2
,,ISMAIL PARK SIRAJPURA,070290104,1---362 B-2,,362,362,,,
5,BAWA JAN SCHOOL* LAKHODHIR ROAD SIRAJ PURA (MALE),HAFEEZ STREET SIRAJPURA,070290201,1---560,560,,560,2,,2
,,TARAWALA BAZAR SIRAJPURA (WEST),070290204,1---297 B-2,297,,297,,,
6,BAWA JAN SCHOOL* LAKHODHIR ROAD SIRAJ PURA (FEMALE),HAFEEZ STREET SIRAJPURA,070290201,1---545 B-1,,545,545,,2,2
,,TARAWALA BAZAR SIRAJPURA (WEST),070290204,1---223,,223,223,,,
7,OXFORD GFAMMAR SCHOOL* ISMAIL PARK SHADIPURA (FEMALE),AZEEM STREET SIRAJPURA,070290202,1---420 B-1,,420,420,2,,2
,,TARAWALA BAZAR SIRAJPURA (EAST),070290203,1---500 B-2,,500,500,,,
8,OXFORD GRAMMAR SCHOOL ISMAIL PARK* SHADIPURA (FEMALE),AZEEM STREET SIRAJPURA,070290202,1---357 B-1,,357,357,,2,2
,,TARAWALA BAZAR SIRAJPURA (EAST),070290203,1---397 B-2,,397,397,,,
9,GOVT. QADRIA PRIMARY SCHOOL SIRAJPURA (MALE),TARIQ SHAHEED ROAD SIRAJPURA,070290205,1---454 B-1,454,,454,2,,2
,,MOHALLAH GHOUSIA MUSLIMABAD,070290206,1---357 B-2,357,,357,,,
10,GOVT. QADRIA PRIMARY SCHOOL SIRAJPURA (FEMALE),TARIQ SHAHEED ROAD SIRAJPURA,070290205,1---454,,454,454,,2,2
,,MOHALLAH SHOUSIA MUSLIMABAD,070290206,1---303  B-2,,303,303,,,
11,YASIR MODEL SCHOOL* FAROOQABAD SIRAJ PURA (MALE),FAROOQ ABAD SIRAJPURA,070290301,1---653 B-1,653,,653,2,,2
,,SIRAJPURA,070290302,1---316 B-2,316,,316,,,
12,YASIR MODEL SCHOOL* FAROOQABAD SIRAJ PURA (FEMALE),FAROOQ ABAD SIRAJPURA,070290301,1---548  B-1,,548,548,,2,2
,,SIRAJPURA,070290302,1---253 B-2,,253,253,,,
13, GOVT.QADRIA PRIMARY SCHOOL SIRAJPURA (MALE),ORANGZAIB ROAD NUM PEER,070290303,1---362  B-1,362,,362,2,,2
,,STREET NO 69 BILAL COLONY,070290304,1---316  B-2,316,,316,,,
14,GOVT.QADRIA PRIMARY SCHOOL SIRAJPURA (FEMALE),ORANGZAIB ROAD NUM PEER,070290303,1---281  B-1,,281,281,,2,2
,,STREET NO. 69 ,070290304,1---280 B-2,,280,280,,,
15,M.C.BOYS HIGH SCHOOL* NASIRABAD (MALE),NEW GULBERG COLONY,070290305,1---313 B-1,313,,313,3,,3
,,SHER SHAH ROAD,070290306,1---177  B-2,177,,177,,,
,,SHAH JEHAN STREET,070290307,1---330 B-3,330,,330,,,
16,M.C.BOYS HIGH SCHOOL* NASIRABAD (FEMALE),NEW GULBERG COLONY,070290305,1---203 B-1,,203,203,,3,3
,,SHER SHAH ROAD,070290306,1---140 B-2,,140,140,,,
,,SHAH JEHAN STREET,070290307,1---272 B-3,,272,272,,,
17,M.C.BOYS HIGH SCHOOL* NASIRABAD (MALE),ORANGZAIB ROAD SAJID PARK,070290403,1---577 B-1,577,,577,3,,3
,,RAJPUT BLOCK NASEER ABAD,070290403,1---387 B-2,387,,387,,,
,,SHER SHAH ROAD,070290405,1---190  B-3,190,,190,,,
18,M.C.BOYS HIGH SCHOOL* NASIRABAD (FEMALE),ORANGZAIB ROAD SAJID PARK,070290405,1---475  B-1,,475,475,,3,3
,,RAJPUT BLOCK NASEER ABAD,070290403,1---365 B-2,,365,365,,,
,,SHER SHAH ROAD,070290405,1---185 B-3,,185,185,,,
19,SHAHEEN PUBLIC MODEL SCHOOL 323-F-G-G.T.ROAD (MALE),BABA SHAH NOOR,070290402,1---520  B-1,520,,520,3,,3
,,SHER SHAH ROAD NASEER ABAD (EAST),070290404,1---226 B-2,226,,226,,,
,,AL-KARAM PARK BABA SHAH NOOR,070290406,1---434  B-3,434,,434,,,
20,SHAHEEN PUBLIC MODEL SCHOOL 323-F-G-G.T.ROAD (FEMALE),BABA SHAH NOOR,070290402,1---431 B-1,,431,431,,3,3
,,SHER SHAH ROAD NASEER ABAD (EAST),070290404,1---192  B-2,,192,192,,,
,,AL-KARAM PARK BABA SHAH NOOR,070290406,1---344  B-3,,344,344,,,
21,GOVT. ISLAMIA GIRLS MIDDLE SCHOOL DEVI WALA TALAB NASIRABAD (MALE),GHAFI SHAH ROAD DAROGHAWALA,070290501,1---149  B-1,149,,149,3,,3
,,G.T. ROAD DAROGHAWALA,070290502,1---142 B-2,142,,142,,,
,,PURANI ABADI BABA NOOR SHAH,070290503,1---811 B-3,811,,811,,,
22,GOVT. ISLAMIA GIRLS MIDDLE SCHOOL DEVI WALA TALAB NASIRABAD (FEMALE),GHADI SHAH ROAD DAROGHAWALA,070290501,1---127 B -1,,127,127,,3,3
,,G.T.ROAD DROGHAWALA,070290502,1---109  B-2,,109,109,,,
,,PURANI ABADI BABA NOOR SHAH,070290503,1---682  B-3,,682,682,,,
23,GOVT. ISLAMIA GIRLS MIDDLE SCHOOL DEVI WALA TALAB NASIRABAD (MALE),BILAL COLONY BABA SHAH NOOR,070290504,1---400 B-1,400,,400,3,,3
,,BILAL COLONY (EAST),070290506,1---528 B-2,528,,528,,,
,,BILAL COLONY (WEST),070290506,1---364 B-3,364,,364,,,
24,GOVT. ISLAMIA GIRLS MIDDLE SCHOOL DEVI WALA TALAB NASIRABAD (FEMALE),BILAL COLONY BABA SHAH NOOR,070290504,1---328  B-1,,328,328,,3,3
,,BILAL COLONY (EAST),070290505,1---380 B-2,,380,380,,,
,,BILAL COLONY (WEST),070290506,1---239  B-3,,239,239,,,
25,SAINT FRANCIS M/SCHOOL PIR DARBAR HADI PURA (MALE),SHAH MEHMOOD BOOTI (EAST),070290601,1---296  B-1,296,,296,2,,2
,,MOHALLAH MURANG PEER,070290603,1---349  B-2,349,,349,,,
