PollingStation,Lat,Lng,BoothType,Province,MaleBooths,FemaleBooths,MaleVoters,FemaleVoters
 224 - Government Girls Primary School Basti Khandar Mirani (Part-1),29.3980612,70.7426801,Combined,Punjab,2,2,920,782
 225 - Government Boys Middle  School Basti Khandar Mirani (P-II)Batt,29.3980612,70.7427101,Combined,Punjab,2,2,1476,1025
 40 - Government Boys Primary School Thatha Chandair(Female),29.4273142,70.7493705,Female,Punjab,0,2,0,1663
 226 - Government Girls Primary School Jinnah Colony,29.4427415,70.7709277,Combined,Punjab,2,2,856,718
 221 - Government Boys Primary School Mochi Wala (Male),29.4509845,70.7887675,Male,Punjab,2,0,1668,0
 222 - Government Boys Primary School Mochi Wala (Male),29.4509845,70.7887975,Female,Punjab,0,3,0,1292
 223 - Union Coucil Office Jhuggi Wala,29.45342333333333,70.77706666666667,Combined,Punjab,1,1,782,653
 228 - Government Boys High School Jhuggi Wala(Part-1),29.453805000000003,70.77630333333333,Combined,Punjab,1,1,382,295
 229 - Government Boys High School Jhuggi Wala(Part-1),29.453805000000003,70.7763333333333,Combined,Punjab,1,1,799,640
 230 - Government Boys High School Jhuggi Wala(Part-2),29.453805000000003,70.7763633333333,Combined,Punjab,1,1,644,463
 227 - Basic Health Centre Jhuggi Wala,29.4540209,70.7787327,Combined,Punjab,1,1,391,333
 219 - Government Girls High School Jhuggi Wala (Male),29.455098333333332,70.78259333333334,Male,Punjab,2,0,1358,0
 220 - Government Girls High School Jhuggi Walai(Female),29.455098333333332,70.7826233333333,Female,Punjab,0,2,0,1037
 217 - Government Boys Primary School Meer Wala,29.46517797,70.78590235,Combined,Punjab,1,1,493,407
 218 - Government Girls Primary School Meer Wala,29.46517943,70.78589509,Combined,Punjab,2,2,995,791
 36 - Government Boys Primary School Shaeed Mard Ghazi( MALE),29.468426666666666,70.851375,Male,Punjab,2,0,1336,0
 38 - Government Boys Primary School Shaeed Mard Ghazi  (Female),29.468426666666666,70.851405,Female,Punjab,0,2,0,1000
 213 - Government Boys Primary School Waddoo Wala  female,29.47148218,70.79853734,Female,Punjab,0,2,0,1075
 214 - Government Boys Primary School Waddoo Wala (male),29.47148218,70.79856734,Male,Punjab,3,0,1312,0
 33 - Governmnt Boys Middle School Sabae Wala (Male),29.47968166666667,70.86670166666666,Male,Punjab,2,0,1287,0
 35 - Government Boys Middle School Sabaiy Wala,29.47968166666667,70.8667316666667,Combined,Punjab,2,1,981,684
 26 - Government Girls Primary School Shahbazpur(Zaffar Markand),29.4813985,70.9050716,Male,Punjab,2,0,1341,0
 211 - Government Girls Primary School Daulat Wahi  (Basti Sial Wala)(Female),29.48164,70.81264,Female,Punjab,0,3,0,1132
 210 - Government Boys Primary School Daulat Wahi (Male),29.48165049,70.81263256,Male,Punjab,2,0,1434,0
 212 - Government Boys Primary School Daulat Wahi,29.48165049,70.81266256,Combined,Punjab,1,1,710,552
 34 - Government Girls School Sabaiy Wala (Female),29.481776666666665,70.86891999999999,Female,Punjab,0,2,0,1011
 11 - Government  Boys Middle School Ram Pur (Karoos wala)(Female),29.48730729,70.75790045,Female,Punjab,0,2,0,1173
 10 - Government  Boys Middle School Ram Pur (Karoos Wala) (Male),29.48730729,70.75793045,Male,Punjab,2,0,1526,0
 95 - Government  Girls Primary School Bait Shahil Khan (Ghulam Ali Wala),29.49134,70.9732815,Combined,Punjab,1,1,912,798
 125 - Government  Boys Primary School Bibi Pur Dummer (Mehri Wala)(Male),29.49134,70.9733115,Male,Punjab,2,0,1122,0
 150 - Government  Boys Primary School Abraind Wala,29.49134,70.9733415,Combined,Punjab,2,1,954,679
 155 - Government  Boys Primary School Bait Daryai (Faqeer Ahmad Wala),29.49134,70.9733715,Male,Punjab,2,0,985,0
