SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,GOVT GIRLS  P/S JORIAN KALAN,JORIAN,066021103,-,422,304,726,2,2,4
,,JORIAN,066021104,-,463,408,871,,,
2,GOVT GIRLS E/S JORIAN KHURD (MALE),SUKHNIAN,066021105,-,336,,336,2,,2
,,CHAK,066021106,-,407,,407,,,
,,JORIAN,066021107,-,380,,380,,,
3,GOVT GIRLS E/S JORIAN KHURD (FEMALE),SUKHNIAN,066021105,-,,284,284,,2,2
,,CHAK,066021106,-,,385,385,,,
,,JORIAN,066021107,-,,365,365,,,
4,GOVT GIRLS P/S BASANAT PUR,BASANT,066021101,-,238,212,450,1,1,2
,,BASANT,066021102,-,92,106,198,,,
5,GOVT GIRLS P/S GADARAY (MALE),AJUWALI,066021108,-,288,,288,2,,2
,,GADARA,066021109,-,717,,717,,,
6,GOVT BOYS P/S GADARAY (FEMALE),AJUWALI,066021108,-,,240,240,,2,2
,,GADARA,066021109,-,,610,610,,,
7,GOVT BOYS H/S SANDHWALA,PUR,066070906,-,157,131,288,2,1,3
,,SANDHU WALA,066070907,-,397,365,762,,,
,,BADIAN,066070908,-,138,120,258,,,
,,KALA,066070909,-,,,,,,
8,GOVT BOYS P/S TIBBI ARAIAN,GANDE,066071003,-,214,209,423,2,,2
,,TIBBI,066071004,-,396,359,755,,,
9,GOVT BOYS H/S CHITTI SHEIKHAN,CHATTI,066071101,-,308,248,556,2,2,4
,,CHATTI,066071102,-,499,469,968,,,
10,GOVT GIRLS M/S SUNDAR PUR BIDDAR (MALE),DOGRI,066070102,-,200,,200,2,,2
,,SUNDAR,066070103,-,539,,539,,,
,,GORIAN,066070104,-,276,,276,,,
,,PHALO,066070105,-,95,,95,,,
,,MAHAL,066070106,-,,,,,,
11,GOVT BOYS P/S SUNDAR PUR BIDDER (FEMALE),DOGRI,066070102,-,,171,171,,2,2
,,SUNDAR,066070103,-,,614,614,,,
,,GORIAN,066070104,-,,290,290,,,
,,PHALO,066070105,-,,82,82,,,
,,MAHAL,066070106,-,,,,,,
12,GOVT BOYS P/S KAPOORWALI (MALE),KAPURO,066070901,-,540,,540,4,,4
,,KAPURO,066070902,-,448,,448,,,
,,KAPURO,066070903,-,574,,574,,,
13,GOVT GIRLS P/S KAPOORWALI (FEMALE),KAPURO,066070901,-,,450,450,,3,3
,,KAPURO,066070902,-,,309,309,,,
,,KAPURO,066070903,-,,452,452,,,
14,GOVT H/S KALA GHUMANAN,KALA,066070904,-,,433,433,2,1,3
,,KALA,066070905,-,,383,383,,,
15,GOVT BOYS P/S KHAJOROWALI (MALE),KHAJURI,066070802,-,199,,199,2,,2
,,KOT HARAR,066070803,-,267,,267,,,
,,NAND PUR,066070806,-,159,,159,,,
,,MAHAL,066070808,-,69,,69,,,
,,CHAK,066070807,-,197,,197,,,
16,GOVT GIRLS P/S KHAJOROWALI (FEMALE),KHAJURI,066070802,-,,179,179,,2,2
,,KOT HARAR,066070803,-,,223,223,,,
,,NAND PUR,066070806,-,,130,130,,,
,,CHAK,066070807,-,,171,171,,,
,,MAHAL,066070808,-,,50,50,,,
17,GOVT E/S KHAMBRANWALA,KHAMBRAN,066070101,-,662,605,1267,2,1,3
18,GOVT GIRLS M/S NAWAN PIND,NAWAN,066071104,-,474,,474,2,,2
,,NAWAN,066071105,-,416,,416,,,
,,CHAK ADIL,066071106,-,175,,175,,,
,,PHULLARWAN,066071107,-,56,,56,,,
19,GOVT GIRLS M/S NAWAN PIND (FEMALE),NAWAN,066071104,-,,428,428,,2,2
,,NAWAN,066071105,-,,322,322,,,
,,CHAK ADIL,066071106,-,,164,164,,,
,,PHULLARWAN,066071107,-,,68,68,,,
20,GOVT GIRLS P/S SALAMPUR,AULAKH,066071001,-,343,325,668,2,1,3
,,SALEEM,066071002,-,354,288,642,,,
21,GOVT BOYS P/S JATHA (MALE),JHATTA,066070801,-,489,,489,2,,2
,,DOGRAN,066070804,-,388,,388,,,
,,PAKHAR,066070805,-,65,,65,,,
22,GOVT GIRLS P/S JATHA (FEMALE),JHATTA,066070801,-,,446,446,,2,2
,,DOGRAN,066070804,-,,312,312,,,
,,PAKHAR,066070805,-,,63,63,,,
23,GOVT BOYS P/S CHAK MALOKAN,KOT,066071203,-,202,162,364,1,1,2
,,KOT BHAGA,066071204,-,162,123,285,,,
,,RORAS,066071303,-,255,193,448,,,
24,GOVT BOYS P/S GHANSAR PUR (MALE),NANGAL,066071005,-,657,,657,2,,2
,,GANHAR,066071006,-,384,,384,,,
25,GOVT GIRLS P/S GHANSAR PUR (FEMALE),NANGAL,066071005,-,,553,553,,2,2
,,GANHAR,066071006,-,,308,308,,,
26,GOVT GIRLS H/S CHATTI SHEIKHAN,CHATTI,066071103,-,672,537,1209,2,1,3
,,TOUKAN,066071108,-,,,,,,
27,GOVT GIRLS H/S DHANAWALI(MALE),DHANAN,066071501,-,467,,467,2,,2
,,DHANAN,066071502,-,526,,526,,,
28,GOVT BOYS H/S DHANAWALI (FEMALE),DHANAN,066071501,-,,391,391,,2,2
,,DHANAN,066071502,-,,410,410,,,
29,GOVT GIRLS P/S JUGAT PUR,MANK,066071503,-,147,102,249,1,1,2
,,CHAK,066071505,-,186,143,329,,,
,,RIO GAN,066071507,-,63,67,130,,,
,,JAGAT PUR,066071508,-,120,102,222,,,
30,GOVT P/S DOULO BHILO,DAULO,066071504,-,189,166,355,1,1,2
,,ABIAIA,066071506,-,285,273,558,,,
31,GOVT P/S MANGU BEHRAM,MANGO,066071201,-,242,210,452,1,1,2
,,PINDIAN,066071202,-,86,72,158,,,
,,SAID PUR,066071304,-,274,196,470,,,
32,GOVT GIRLS P/S KUROWAL (MALE),KAUROWAL,066071401,-,486,,486,2,,2
,,MEHT PUR,066071402,-,487,,487,,,
33,GOVT GIRLS P/S KUROWAL (FEMALE),KAUROWAL,066071401,-,,437,437,,2,2
,,MEHT PUR,066071402,-,,434,434,,,
34,GOVT GIRLS H/S MUNDAIR KHURD (MALE),MUNDER,066071403,-,310,,310,2,,2
,,MUNDER,066071404,-,596,,596,,,
,,MUNDER,066071405,-,256,,256,,,
35,GOVT GIRLS M/S MUNDAIR KHURD (FEMALE),MUNDER,066071403,-,,286,286,,2,2
,,MUNDER,066071404,-,,449,449,,,
,,KAMRAN PARK,70020505,1 TO 787 B-1,787,,787,,,
,,MUNDER,066071405,-,,204,204,,,
36,GOVT BOYS H/S KULOWAL (MALE),TIKKA,066070201,-,244,,244,2,,2
,,BASEER,066070204,-,302,,302,,,
,,NAMBRA,066070205,-,244,,244,,,
,,AIS PUR,066070206,-,172,,172,,,
37,GOVT BOYS H/S KULOWAL (FEMALE),TIKKA,066070201,-,,208,208,,2,2
,,BASEER,066070204,-,,232,232,,,
,,NAMBRA,066070205,-,,176,176,,,
,,AIS PUR,066070206,-,,147,147,,,
38,GOVT GIRLS P/S SAIDOWALI,SAIDO,066070402,-,502,428,930,1,1,2
,,SAUIDO,066070403,-,299,280,579,,,
39,GOVT BOYS E/S RURAS (MALE),RORAS,066071301,-,484,,484,2,,2
,,RORAS,066071302,-,548,,548,,,
40,GOVT BOYS E/S PURAS (FEMALE),RORAS,066071301,-,,440,440,,2,2
,,RORAS,066071302,-,,465,465,,,
41,GOVT BOYS P/S GAGGAR (MALE),KHORAY,066070202,-,156,,156,2,,2
,,GAGAR,066070203,-,347,,347,,,
,,CHANNI,066070305,-,433,,433,,,
,,NAUSHERA,066070306,-,81,,81,,,
,,DHANG WAL,066070307,-,122,,122,,,
42,GOVT P/S GAGGAR (FEMALE),KHORAY,066070202,-,,151,151,,2,2
,,GAGAR,066070203,-,,285,285,,,
,,CHANNI,066070305,-,,388,388,,,
,,NAUSHERA,066070306,-,,42,42,,,
,,DHANG WAL,066070307,-,,75,75,,,
43,GOVT BOYS H/S KOT MEHRAJ (MALE),HAMBOKE,066070401,-,443,,443,2,,2
,,KOT,066070404,-,250,,250,,,
,,KOT,066070405,-,,,,,,
,,MIRAN,066070406,-,211,,211,,,
,,CHAK,066070407,-,107,,107,,,
44,GOVT BOYS P/S KOT MEHRAJ (FEMALE),HAMBOKE,066070401,-,,372,372,,2,2
,,KOT,066070404,-,,218,218,,,
,,KOT,066070405,-,,,,,,
,,MIRAN,066070406,-,,145,145,,,
,,CHAK,066070407,-,,78,78,,,
45,GOVT BOYS M/W SURAJ,SURAJ,066070301,-,252,187,439,2,1,3
,,JAJJE,066070302,-,195,195,390,,,
,,PACCA,066070303,-,34,28,62,,,
,,DITTO WALI,066070304,-,182,156,338,,,
46,GOVT BOYS P/S PINDI KHOKHRAN,SAROBA,066070601,-,141,136,277,1,1,2
,,CHAK,066070602,-,91,92,183,,,
,,ROMAL,066070604,-,116,88,204,,,
,,PINDI,066070608,-,123,115,238,,,
47,GOVT GIRLS H/S KULOWAL (MALE),KULOWAL,066070501,-,592,,592,3,,3
,,KULOWAL,066070503,-,570,,570,,,
48,GOVT GIRLS H/S KULOWAL (FEMALE),KULOWAL,066070501,-,,538,538,,2,2
,,KULOWAL,066070503,-,,435,435,,,
49,GOVT BOYS P/S RETIALA SHAREEF,RATTALA,066070504,-,208,169,377,1,1,2
,,LALE WALI,066070507,-,459,321,780,,,
,,DARYA,066070508,-,,,,,,
,,NABI PUR,066070509,-,,,,,,
50,GOVT BOYS H/S KULOWAL,KULOWAL,066070502,-,229,216,445,1,1,2
,,CHAK,066070505,-,173,171,344,,,
51,GOVT BOYS P/S ,BHARTHAN,066070701,-,499,475,974,2,,2
52,GOVT BOYS P/S MONGAR,MONGAR,066070702,-,195,207,402,1,1,2
,,BHOLAN,066070703,-,188,181,369,,,
,,DURGA PUR,066070704,-,72,63,135,,,
,,MELO,066070705,-,87,67,154,,,
53,GOVT BOYS P/S CHAK KALA,NIWAAN,066070603,-,113,107,220,2,1,3
,,BAQIR PUR,066070605,-,187,145,332,,,
,,RAAN (BC),066070606,-,,,,,,
,,CHAK KALA,066070607,-,339,311,650,,,
54,GOVT BOYS P/S BHANOKE JAMKE CHEEMA EAST-P,MANZOOR,066100203,-,295,,295,2,,2
,,MOH.,066100401,-,362,,362,,,
