SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,GOVT.M.C. HIGH SCHOOL BOYS*TANDIALWALA(MALE),-,56220101  BLOCK NO.1*2*3,-,388,,388,3,,3
,,-,56220102  BLOCK NO.1*2*3,-,362,,362,,,
,,-,56220103  BLOCK NO.1*2*3,-,507,,507,,,
2,GOVT.GIRLS P/S BUTT COLONY*TANDIANWALA(FEMAL,-,56220101  BLOCK NO.1*2*3,-,,382,382,,3,3
,E),-,56220102  BLOCK NO.1*2*3,-,,330,330,,,
,,-,56220103  BLOCK NO.1*2*3,-,,459,459,,,
3,GOVT.M.C.HIGH SCHOOL BOYS*TANDIANWALA(MALE),-,56220104  BLOCK NO.4*5,-,511,,511,2,,2
,,-,56220105  BLOCK NO.4*5,-,281,,281,,,
4,GOVT.BOYS H/S NO.1 TANDIANWALA(FEMALE),-,56220104  BLOCK NO.4*5,-,,441,441,,2,2
,,-,56220105  BLOCK NO.4*5,-,,262,262,,,
5,GOVT. BOYS P/SCHOOL IQBAL COLONY*TANDIANWALA(MALE),-,56220201  BLOCK NO.1*2,-,453,0,453,3,,3
,,-,56220202  BLOCK NO.1*2,-,749,,749,,,
6,GOVT. BOYS P/SCHOOL IQBAL COLONY*TANDIANWALA(FEMAL,-,56220201  BLOCK NO.1*2,-,,482,482,,3,3
,,-,56220202  BLOCK NO.1*2,-,,670,670,,,
7,GOVT.GIRLS M.C H/SCHOOL*TANDIANWALA(MAL,-,56220203  BLOCK NO.3*4*5,-,361,,361,2,,2
,E),-,56220204  BLOCK NO.3*4*5,-,271,,271,,,
,,-,56220205  BLOCK NO.3*4*5,-,417,,417,,,
8,GOVT.GIRLS P/SCHOOL NO.1*TANDIANWALA(FEMALE),-,56220203  BLOCK NO.3*4*5,-,,337,337,,2,2
,,-,56220204  BLOCK NO.3*4*5,-,,215,215,,,
,,-,56220205  BLOCK NO.3*4*5,-,,402,402,,,
9,GOVT.BOYS P/SCHOOL MANDARWALA*TANDIANWALA(,-,56220206  BLOCK NO.6*7,-,149,,149,2,,2
,,-,56220207  BLOCK NO 6*7,-,356,0,356,,,
10,MARKET COMMITTEE OFFICE * TANDIANWALA (FEMALE),-,56220206  BLOCK NO. 6*7,-,,135,135,,1,1
,,-,56220207  BLOCK NO. 6*7,-,,323,323,,,
11,GOVT. BOYS P/SCHOOL MUBARIK PURA* TANDIANWALA,-,56220301  BLOCK NO. 1*2*3,-,328,,328,3,,3
,(MALE),-,56220302  BLOCK NO. 1*2*3,-,340,,340,,,
,,-,56220303  BLOCK NO. 1*2*3,-,525,,525,,,
12,P.M. OFFICE* TANDIANWALA (FEMALE),-,56220301  BLOCK NO. 1*2*3,-,,246,246,,2,2
,,-,56220302  BLOCK NO. 1*2*3,-,,282,282,,,
,,-,56220303  BLOCK NO. 1*2*3,-,,422,422,,,
13,GOVT.BOYS DEGREE COLLEGE TANDIANWALA(MALE),-,56220401  BLOCK NO. 1*2*3,-,346,,346,3,,3
,,-,56220402  BLOCK NO. 1*2*3,-,343,,343,,,
,,-,56220403  BLOCK NO. 1*2*3,-,549,,549,,,
14,GOVT.BOYS DEGREE COLLEGE TANIANWALA(FEMALE),-,56220401  BLOCK NO. 1*2*3,-,,310,310,,2,2
,,-,56220402  BLOCK NO. 1*2*3,-,,283,283,,,
,,-,56220403  BLOCK NO. 1*2*3,-,,490,490,,,
15,GOVT.BOYS P/S HUSSSAIN ABAD TANDIANWALA(MALE),-,56220404  BLOCK NO.4*5,-,467,,467,3,,3
,,-,56220405  BLOCK NO.4*5,-,908,,908,,,
16,GOVT.GIRLS P/S HUSSAIN ABAD TANDIANWALA(FEMALE),-,56220404  BLOCK NO.4*5,-,,384,384,,2,2
,,-,56220405  BLOCK NO.4*5,-,,696,696,,,
17,GOVT.BOYS P/S SHAMASPURA*TANDIANWALA(,-,56220501  BLOCK NO. 1*2*3,-,761,,761,4,,4
,MALE),-,56220502  BLOCK NO. 1*2*3,-,456,,456,,,
,,-,56220503  BLOCK NO. 1*2*3,-,157,,157,,,
18,GOVT.BOYS P/S SHAMASPURA*TANDIANWALA,-,56220501  BLOCK NO. 1*2*3,-,,693,693,,2,2
,(FEMALE),-,56220502  BLOCK NO. 1*2*3,-,,348,348,,,
,,-,56220503  BLOCK NO. 1*2*3,-,,153,153,,,
19,GOVT.GIRLS M/SCHOOL TANDIANWALA(MALE),-,56220504  BLOCK NO.4*5,-,445,,445,2,,2
,,-,56220505  BLOCK NO.4*5,-,739,,739,,,
