SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,GOVT BOYS P.S CHAK NO 70/JB (MALE),CHAK NO 70/JB,56070101,-,334,,334,3,,3
,,CHAK NO 70/JB,56070102,-,358,,358,,,
,,CHAK NO 70/JB,56070103,-,417,,417,,,
2,GOVT GIRLS M/S CHAK NO 70/JB FEMALE,CHAK NO 70/JB,56070101,-,,300,300,,2,2
,,CHAK NO 70/JB,56070102,-,,312,312,,,
,,CHAK NO 70/JB,56070105,-,,254,254,,,
3,GOVT BOYS P/S CHAK NO 70/JB MALE,CHAK NO 70/JB,56070104,-,388,,388,2,,2
,,CHAK NO 70/JB,56070105,-,368,,368,,,
4,GOVT GIRLS M/S CHAK NO 70/JB FEMALE,CHAK NO 70/JB,56070103,-,,371,371,,2,2
,,CHAK NO 70/JB,56070104,-,,317,317,,,
5,GOVT HIGHER SECONDARY/S ,CHAK NO 74/JB,56070106,-,881,641,1522,2,2,4
6,GOVT GIRLS P/S CHAK NO 74/JB COMB,CHAK NO 74/JB,56070107,-,466,406,872,2,2,4
,,CHAK NO 74/JB,56070110,-,318,195,513,,,
7,GOVT HIGHER SECONDARY/S CHAK NO 74/JB MALE,CHAK NO 74/JB,56070108,-,579,,579,2,,2
,,CHAK NO 74/JB,56070109,-,392,,392,,,
8,GOVT GIRLS P/S CHAK NO 74/JB FEMALE,CHAK NO 74/JB,56070108,-,,491,491,,2,2
,,CHAK NO 74/JB,56070109,-,,275,275,,,
9,GOVT GIRLS P/S CHAK NO 76/JB COMBE,CHAK NO 76/JB,56070111,-,381,249,630,2,1,3
,,CHAK NO 76/JB,56070114,-,453,308,761,,,
10,GOVT GIRLS M/S CHAK NO 76/JB COMB,CHAK NO 76/JB,56070112,-,180,107,287,2,1,3
,,CHAK NO 76/JB,56070113,-,498,341,839,,,
11,GOVT BOYS P/S CHAK NO 241/RB COMB UC 149,CHAK NO 241 RB,56070201,-,685,507,1192,2,1,3
12,GOVT GIRLS M/S CHAK NO 241/RB COMB UC 149,CHAK NO 241/RB,56070202,-,682,491,1173,2,1,3
13,BASIC HEALTH UNIT CHAK NO 241/RB MALE UC 149,CHAK NO 241/RB,56070203,-,903,,903,2,,2
