SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,OFFICE OF THE CHIEF ENGINEER LAKE RD HIGHWAY LHR(MALE),CHUGHTAI AHATA,070490101,1 TO 381 B-1,381,,381,3,,3
,,MUSLIM GANJ JANAZGAH,070490102,1 TO 469 B-2,469,,469,,,
,,BEGUM RD,070490103,1 TO 730 B-3,730,,730,,,
2,OFFICE OF THE CHIEF ENGINEER LAKE RD HIGHWAY LHR(FEMALE),CHUGHTAI AHATA,070490102,1 TO 293 B-1,,293,293,,3,3
,,MUSLIM GANJ JANAZGAH,070490102,1 TO 395 B-2,,395,395,,,
,,BEGUM RD,070490103,1 TO 539 B-3,,539,539,,,
3,GOVT.GIRLS H/S MARAL-A-TULBINAT LAKE RD,BARI SHAH RD,070490104,1 TO 465 B-1,465,,465,2,,2
,LHR(MALE),MAIN BAZAR TAJPURA,070490105,1 TO 655 B-2,655,,655,,,
4,GOVT. GIRLS H/S MADRAS-A-TULBINAT LAKE RD,BARI SHAH RD,070490104,1 TO 441 B-1,,441,441,,2,2
,LHR(FEMALE),MAIN BAZAR TAJPURA,070490105,1 TO 523 B-2,,523,523,,,
5,GOVT GIRLS H/S MADRAS-A-TULBINAT LAKERD LHR (MALE),KOOCHA GHULAM MUHAMMAD,070490201,1 TO 361 B-1,361,,361,3,,3
,,MOHALLAH AWAIN NAZOLI BAZAR,070490202,1 TO 343 B-2,343,,343,,,
,,MAIN BAZAR MOZANG,070490203,1 TO 500 B-3,500,,500,,,
6,M.C BOYS H/S MUZANG ADDA LHR(FEMALE),KOOCHA GHULAM MUHAMMAD,070490201,1 TO 292 B-1,,292,292,,3,3
,,MOHALLAH AWAIN NAZOLI BAZAR,070490202,1 TO 301 B-2,,301,301,,,
,,MAIN BAZAR MOZANG,070490203,1 TO 413 B-3,,413,413,,,
7,M.C BOYS H/S MUZANG ADDA LHR(MALE),ANDROON GURDWARA TEMPLE RD,070490204,1 TO 548 B-1,548,,548,4,,4
,,QADAFI ST. TAMPLE RD,070490205,1 TO 253 B-2,253,0,253,,,
,,MAIN BAZAR TEMPLE RD,070490206,1 TO 316 B-3,316,,316,,,
,,PARK LINE,070490207,1 TO 362 B-4,362,,362,,,
8,M/S BOYS H/S MUZANG ADDA LHR(FEMALE),ANDROON GURDWARA TMEPLE RD,070490204,1 TO 519 B-1,,519,519,,3,3
,,QADAFI ST. TEMPLE RD,0704090205,1 TO 216 B-1,,216,216,,,
,,MAIN BAZAR TEMPLE RD,070490206,1 TO 274 B-2,0,274,274,,,
,,PARK LINE,070490207,1 TO 348 B-3,,348,348,,,
9,EXCISE & TEXTATION OFFICE LHR(MALE),PURANI ANAR KALI,070490301,1 TO 532 B-1,532,,532,3,,3
,,AAHATA MOJ DARYA,070490302,1 TO 501 B-2,501,,501,,,
,,DHOBI MANDI PURANI ANARKALI,070490303,1 TO 367 B-3,367,,367,,,
10,EXCISE & TEXTATION OFFICE LHR (FEMALE),PURANI ANAR KALI,070490301,1 TO 434 B-1,,434,434,,3,3
,,AAHATA MOJ DARYA,070490302,1 TO 436 B-2,,436,436,,,
,,DHOBI MANDI PURANI ANARKALI,070490303,1 TO 332 B-3,,332,332,,,
11,GOVT VOCATIONAL INSTITUTE FOR WOMEN MOJ DARYA(MALE),PURANI ANARKALI,070490304,1 TO 599 B-1,599,,599,3,,3
,,FAN ROAD,070490305,1 TO 340 B-2,340,,340,,,
,,FAN RD. MOZANG ADDA,070490401,1 TO 369 B-3,369,0,369,,,
12,GOVT. VOCATIONAL INSTITUTE FOR WOMEN MOJ DARYA(FEMALE),PURANI ANARKALI,070490304,1 TO 508 B-1,,508,508,,3,3
,,FAN ROAD,070490305,1 TO 317 B-2,,317,317,,,
,,FAN RD MOZANG ADDA,070490401,1 TO 364 B-3,,364,364,,,
13,GOVT FATIMA JINNAH MEDICAL COLLEGE SHAHRA-E-FATIMA ,ANARKALI MOZANG RD,070490402,1 TO 798 B-1,798,,798,3,,3
,,SHRAH E FATIMA JINNAH,070490403,1 TO 282 B-2,282,,282,,,
,,LAWARANCE ROAD,070490404,1 TO 474 B-3,474,,474,,,
14,GOVT.FATIMA JINNAH COLLEGE SHAHRA-E-FATIMA JINNAH LHR(FEMALE),ANARKALI MOZANG RD,070490402,1 TO 686 B-1,,686,686,,3,3
,,SHRAH E FATIMA JINNAH,070490403,1 TO 231 B-2,,231,231,,,
,,LAWARANCE ROAD,070490404,1 TO 424 B-3,,424,424,,,
15,OFFICE TIPA LDA LITTON RD LHR(MALE),NOOR SHAH RD MOHALLAH QURESHI,070500101,1 TO 252 B-1,252,,252,3,,3
,,QURESHI MOHALLA,070500102,1 TO 584 B-2,584,,584,,,
,,QURESHI MOHALLAH JANAZGAH,070500103,1 TO 617 B-3,617,,617,,,
16,OFFICE TIPA LDA LITTON RD LHR(FEMALE),NOOR SHAH RD MOHALLAH QURESHI,070500101,1 TO 157 B-1,,157,157,,3,3
,,QURESHI MOHALLA,070500102,1 TO 532 B-2,,532,532,,,
,,QURESHI MOHALLAH JANAZGAH,070500103,1 TO 423 B-3,,423,423,,,
17,GOVT KULYA TUL BINAT DEGREE COLLEGE LHR LAKE RD LHR(MALE),NOOR SHAH RD MOZANG,070500104,1 TO 578 B-1,578,,578,3,,3
,,QILA MURAD BUKSH,070500105,1 TO 244 B-2,244,0,244,,,
,,KOT ABDULLAH SHAH,070500202,1 TO 728 B-3,728,,728,,,
18,GOVT KULYA TUL BINAT DEGREE COLLEGE LHR LAKE RD LHR (FEMALE),NOOR SHAH RD MOZANG,070500104,1 TO 401 B-1,,401,401,,3,3
,,QILA MURAD BUKSH,070500105,1 TO 185 B-2,,185,185,,,
,,KOT ABDULLAH SHAH,070500202,1 TO 705 B-3,,705,705,,,
19,GOVT.RAFAH E AMA GIRLS HIGH SCHOOL CHARAGH DIN RD MAIN BAZAR MOZANG RD LHR(MALE),KANAK MANDI KOT ABDULLAH SHAH,070500201,1 TO 337 B-1,337,,337,3,,3
,,MOLA BUKSH RD SARAEY ,070500203,1 TO 714 B-2,714,,714,,,
,,CHIRGH DIN RD,070500204,1 TO 591 B-3,591,0,591,,,
20,GOVT.RAFAH E AMA GIRLS HIGH SCHOOL CHARAGH DIN RD MAIN BAZAR MOZANG RD LHR(FEMALE),KANAK MANDI KOT ABDULLAH SHAH,070500201,1 TO 272 B-1,,272,272,,3,3
,,MOLA BUKSH RD SARAEY  MUGHAL,070500203,1 TO 463 B-2,,463,463,,,
,,CHIRGH DIN RD,070500204,1 TO 499 B-3,0,499,499,,,
21,ADBISTAN SOFIA GIRLS H/S BHAWALPUR RD NEAR,TEMPLE ROAD,070500301,1 TO 411 B-1,411,,411,3,,3
,MOZANG CAUBUNGI LHE(MALE),SHADAB COLONY,070500302,1 TO 530 B-2,530,0,530,,,
,,HAJI LAL STREET,070500304,1 TO 378 B-3,378,,378,,,
22,ADBISTAN SOFIA GIRLS H/S BHAWALPUR RD NEAR,TEMPLE ROAD,070500301,1 TO 248 B-1,,248,248,,3,3
,MOZANG CAUBANGI LHR(FEMALE),SHADAB COLONY,070500302,1 TO 431 B-2,,431,431,,,
,,HAJI LAL STREET,070050304,1 TO 321 B-3,,321,321,,,
23,GOVT.FATIMA JINNAH MEDICAL COLLEGE SHAHR E FATIMA,JILAL DIN ROAD,070500303,1 TO 600 B-1,600,,600,2,,2
,JINNAH LHR(MALE),LYYTON RD MOZANG,070500305,1 TO 476 B-2,476,,476,,,
24,GOVT.FATIMA JINNAH MEDICAL COLLEGE SHAHR E FATIMA,JILAL DIN ROAD,070500303,1 TO 484 B-1,,484,484,,3,3
,JINNAH LHR(FEMALE),LYYTON RD MOZANG,070500305,1 TO 355 B-2,,355,355,,,
,,SADI PARK,070500401,1 TO 378 B-3,,378,378,,,
25,GOVT.FATIMA JINNAH MEDICAL COLLEGE SHAHRA-E-FATIMA,SADI PARK,070500401,1 TO 379 B-1,379,,379,2,,2
,JINNAH LHR(MALE),FARID STREET SADI PARK,070500402,1 TO 447 B-2,447,,447,,,
26,KULYA TUL BINNAT DIGREE COLLEGE LAKE RD MUZANG LHR(FEMALE),FARID STREET SADI PARK,070500402,1 TO 439 B-1,,439,439,,2,2
,,SADI PARK MOZANG,070500403,1 TO 639 B-2,,639,639,,,
27,KULYA TUL BINNAT DIGREE COLLEGE LAKE RD MUZANG LHR(MALE),SADI PARK MOZANG,070500403,1 TO 619 B-1,619,,619,3,,3
,,CHAH PESHAWARAH AJMAL KHAN STREET,070500404,1 TO 435 B-2,435,,435,,,
,,CHAH ,070500405,1 TO 562 B-3,562,,562,,,
28,KULYA TUL BINNAT DIGREE COLLEGE LAKE RD MUZANG LHR(FEMALE),CHAH PESHAWARAH AJMAL KHAN STREET,070500404,1 TO 383 B-1,,383,383,,2,2
,,CHAH PESHAWARAH,070500405,1 TO 536 B-2,,536,536,,,
