SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,GOVT.INTER COLLEGE ZAFARWAL .(MALE),BAGH MUHAMMAD IBRAHIM,159040101,-,1254,,1254,3,,3
,,CIVIL HOSPITAL,159040105,-,197,,197,,,
2,GOVT.GIRLS PS.MAHAL JALAL PUR(FEMALE),BAGH MUHAMMAD IBRAHIM,159040101,-,,1165,1165,,3,3
,,CIVIL HOSPITAL,159040105,-,,204,204,,,
3,GOVT.GIRLS P/S ZAFARWAL(MALE),MAHSUL CHOONGI SHAKAR GARH ROAD,159040102,-,706,,706,3,,3
,,MOHALLAH KUMHARAN,159040104,-,644,,644,,,
4,GOVT.GIRLS P/S SANAS-GHAR ZAFARWAL(FEMALE),MAHSUL CHOONGI SHAKAR GARH ROAD,159040102,-,,575,575,,3,3
,,MOHALLAH KUMHARAN,159040104,-,,559,559,,,
5,GOVT.BOYS P/S NAGHAL ,P.M.OFFICE,159040103,-,1090,,1090,3,,3
6,GOVT.GIRLS P/S NANGAL SUTKHAN (ZAFARWAL),P.M.OFFICE,159040103,-,,836,836,,3,3
7,GOVT.GIRLS P/S NO-2 ZAFARWAL (MALE),GALI MAQSOOD BARI MOHALLAH KUMHARAN,159040201,-,247,,247,3,,3
,,GALI POST OFFICE,159040202,-,561,,561,,,
,,CHAH TOTAIN,159040203,-,309,,309,,,
8,GOVT .E.GIRLS EID-GAH ZAFARWAL (FEMALE),GALI MAQSOOD BARI MOHALLAH KUMHARAN,159040201,-,,232,232,,3,3
,,GALI POST OFFICE,159040202,-,,568,568,,,
,,CHAH TOTAIN,159040203,-,,178,178,,,
9,GOVT .BOYS P/S ZAFARWAL (MALE),GALI JAMIA MASJID,159040204,-,685,,685,4,,4
,,CHAH DAREKHAN,159040205,-,778,,778,,,
10,GOVT .GIRLS P/S ZAFARWAL (FEMALE),GALI JAMIA MASJID,159040204,-,,601,601,,4,4
,,CHAH DAREHAN,159040205,-,,659,659,,,
11,GOVT.BOYS H/S BUILDING NO.1AHMED,RURAL HELATH CENTRE,159030101,-,433,,433,3,,3
,,RAIL BAZAR,159030102,-,624,,624,,,
12,GOVT .BOYS P/S NO.1 AHMED ABAD (FEMALE),RURAL HEALTH CENTRE,159030101,-,,374,374,,2,2
,,RAIL BAZAR,159030102,-,,585,585,,,
13,GOVT BOYS H/S BUILDING NO.2 AHMED,CHOONGI JAMMU GATE,159030103,-,561,,561,3,,3
,,PASRURI GATE,159030104,-,648,,648,,,
14,GOVT.GIRLS H/S AHMED ABAD (FEMALE),CHOONGI JAMMU GATE,159030103,-,,545,545,,3,3
,,PASRURI GATE,159030104,-,,529,529,,,
